no,text
576,siro anh rap như_thế quá hay cho anh siro một chàng vỗ :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay: :vỗ_tay:0 :vỗ_tay:1 :vỗ_tay:2 :vỗ_tay:3 :vỗ_tay:4 :vỗ_tay:5 :vỗ_tay:6 :vỗ_tay:7 :vỗ_tay:8 :vỗ_tay:9 :vỗ_tay:0 :vỗ_tay:1 :vỗ_tay:2 :vỗ_tay:3 :vỗ_tay:4 :vỗ_tay:5 :vỗ_tay:6 :vỗ_tay:7 :vỗ_tay:8 :vỗ_tay:9 :vỗ_tay:0 :vỗ_tay:1 :vỗ_tay:2 :vỗ_tay:3
577,60. 045. 715 một con_số ấn_tượng. cố lên ca nhé!
578,"Hay mà sao cứ chê nhỉ, Hay hơn Hari_Won gì gì đó 1000 lần,,,, nghe đi nghe lại @ @"
579,Mở bán tầng 7 & tầng 15 Furama_Condotel Đà_Nẵng ( Ariyana_Beach_Resort & Suite ) Gọi ngay: 086 811 18 39 Tầng 7 giá tốt nhất từ tầng 3 đến tầng 8 Chiết_khấu từ 4 % đến 6 % Thích_FanPage để biết thêm chi_tiết: https: / / www. facebook. com / batdongsandanangtop1 /
580,Khả_năng chi pu hợp với điện_ảnh hơn là âm_nhạc
581,anh ro rap mình nghe được mà mình không rap được
582,Fan_Andree_Right_Hands chúc chế Tùng thành_công: )
583,"hát như hồ ngọc hà còn làm ca_sĩ được, chi pu hát ổn quá đi ấy chứ :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt:"
584,chi simmy ráp hơi trầm khác với bài khác dễ_thương cute :khóc: :khóc: :khóc: :khóc: :khóc: :khóc: :khóc: :khóc: :khóc: :khóc:
585,Đéo thể tin được là mình có_thể nghe được đến 2: 22 để cố tìm ra cái hay của mv này nhưng mình nghĩ là mình bất_lực hiểu hiểu
586,"Top những hình_phạt nặng nhất dành cho tù_nhân: Án tử_hình, Chung_thân :dấu_x: Nghe Pickleball :dấu_tích_xanh:"
587,Nghe Phong với Gao_Bạc như đang nói LGBT không ra gì í :mặt_bình_thường:
588,KHÔNG la fan cung chang phai anti hay thi nghe. ke me ai noi gi. S cu phai làm kho nhau the nhi? không thích thi dung xem. phán nhu đúng rồi
589,suốt ngày fam vơi anti fan bộ nghe nhạc không thì chết à mình là mình chỉ thích nghe nhạc thôi không phải fan cũng chả phải anti
590,Sơn_Tùng rất đặc_biệt. Thực_sự chưa người Việt_Nam làm được điều này. Đó chính là những bản phối trong bài hát. Thực_sự phần phối đã tạo nên cái hay trong những bài hát của anh. MÀY không phải Sky nhá
591,đọc com mấy chế mà sặc cơm: vậy giải_trí oách xà_lách
592,em của ngày hôm_qua một năm mới được 40 triệu lượt xem. bài này chỉ cần hai tuần
593,Tôi bị mọi người xa_lánh chỉ vì tò_mò nhấp vào bài này :khóc:
594,"chả biết các bạn nghe ntn nhưng mình thấy hay, cứ nhạc sôi_động mình thích rồi, bạn chipu hát khá ỏn đó chứ, bạn ấy bằng tuổi mình mà bạn ấy tài_năng, tất_nhiên là mình ủng_hộ rồi, cố lên chi pu"
595,Mv ctktvn đã đạt mốc 90 triệu sau 5 tháng 1 ngày 21 tiếng
596,Cảm_ơn anti - fan đã giúp ST nổi_tiếng: ) ) )
597,80. 328. 533 lượt lượt xem oy cài lượt xem giúp sếp ik mình cày mệt quá oy
598,"vãi cả: "" Kìa_Phong! đã không muốn hiện lên thấy Phong lại thân_mến hiện luôn. """
599,chị cứ làm mv nhìu vô em lun ủng_hộ làm gì rui cũng sẽ tiến_bộ thok
600,"Đọc kinh kiểu 2021 hả, đéo hiểu hay kiểu gì"
601,Nội_dung MV: Một thanh_niên chế_tạo búp_bê tình_dục nhưng bất_thành = ) ) ) ) ~
602,Giọng anh phong ai dám đụng tới sammy nói quá ngầu bởi_vậy tôi thích cặp đôi này ghê trai xinh gái đẹp
603,"ua thay hay ma, nghe nhieu thay cung hay ma s nhieu nguoi che vậy: ) ) )"
604,"Có ai nghe bài Monologue chưa, đùa chứ Nắng_Ấm_Xa_Dần giống bài đó lắm luôn"
605,Trước khi nói phải suy_nghĩ kỉ hỡi những tay nhanh hơn não.. MV của Chi rất đầu_tư bỏ xa các MV thời_điểm hiện_tại ở đây mình thấy được sự_cố gắng rất nhiều của chị.. còn giọng hát có_thể cãi thiện dần. thì mọi người cứ góp_ý nhưng lịch_sự tý.. không thích phong_trào vui nhỉ? Em vẫn rất quý Chi nhé.. cố lên chị ơi.. còn nữa chuyện Chị Tràm lên_tiếng chưa chắc nhé.. mọi người đừng ăn_nói lung_tung rồi huỷ_hoại idol tôi.
606,ớ khúc rap của bài fire zs nón của kwang sú
607,Mình rất thích chất giọng Bắc của Sơn_Tùng < 3 thật_sự rất ấm_áp
608,"Từ hôm_nay em sẽ chẳng mong_chờ những vấn_vương xa "" mợ "" Em vẫn sẽ hững "" hợ "" This is what I feel thích Cuộc_sống hôm_nay em sẽ luôn mỉm "" cượi "" Hạnh_phúc vẫn tuyệt "" vợi "" This is what I feel thích"
609,"phối nhạc tạm đươc, mv đẹp_mắt nhưng giọng không đủ để làm ca_sĩ nhiều lúc giọng không lên cao được mình nghĩ chi pu nên dừng hát lai"
610,"nghe cuốn mà ae, beat hay mà, nếu_mà nghe bài này bằng lời tiếng anh thì chả chê được, bên mẽo họ làm lời bài hát kiểu này đầy thì khen râm mận các kiểu, việt_nam làm thì bảo hiếp_dâm lỗ tai với quấy_rối = ) ) ) khó hiểu thật_sự"
611,mình hỏi hơi xúc_phạm tại_sao bài này mọi người thấy hay vậy
612,"từ "" SHH! Chỉ ta biết thôi "" quay lại xem "" Từ hôm_nay """
613,# Chúngtakhôngthuộcvềnhau được phát tại SEAGAME 29 đấy mọi người ơi... Mong Sp mới của Tùng sẽ được luôn ^ 2 được mọi người ủng_hộ thật nhiều nhé
614,"Mỗi người có 1 cách cảm_nhận riêng, đói với riêng mình thì lại thấy hay"
615,"nể mấy bạn fan vào cmt "" chị hát hay lắm "",... wtf men!!!! chúng_mày bị điếc cả rồi à??? tôi không phải fan của Tràm nhưng tôi thấy Tràm nói rất đúng! Hát như đấm vào tai khán_giả mà cũng nhận là ca_sĩ. Can_đảm thật. 1 :không_thích: dành cho CP"
616,"Lượng không thích quá khủng, và trong đó có mình. = ) )"
617,Tôi truyền đời báo kiếp thằng TUNO rất có nghị_lực sáng_tác ra bài này....
618,nghj ma mac cuoi.... da noi không thjk noi dao nhac noi giog nay giog kia ma cu vao xem.... neu da không thjk thj next co gì phai the... minh chu yeu nhac hay nghe la được
619,Chúng_Ta Không_Thuộc_Về_Nhau means we dont belong together.. search it up
620,"oh oh oh lúc đầu mới nghe tưởng tiếng gà gáy!! nhạc nghe cũng được, bạn nào không thích thì đừng xem, không nên vùi_dập Chipu như_vậy."
621,do tùng nổi quá nên cái chi ra cũng bị soi tội tùng quá...... :đeo_khẩu_trang: :đeo_khẩu_trang: :đeo_khẩu_trang: :đeo_khẩu_trang:
622,"bài hát hay quá, không biết vì sao bọn anti fan muốn nghe mà cứ tỏ_vẻ kinh ghét. không thích thì thôi."
623,phần chú_thích chỉ toàn người hàn_quốc không nhỉ???
624,"Hãy cứ nghĩ đây là một bản cover nhạc... ở đâu_đó và lời việt, hình ở đâu_đó nhưng mặt của sơn tùng đi! Giống hồi nhạc hoa lời việt thần_thánh của đan trường cách đây 15 ý! :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt:"
625,Bạn đi từ trong ruột_già ổng ra hả??? sao biết ổng méo thèm kiện
626,Mấy thánh có vào không thích thì nhớ tắt tiếng :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt:
627,Đờ mờ lại còn hold up kiểu Binz nữa thì bố mày quỳ = ) ) ) ) ) )
628,"kệ anti, Yêu_SẾP yêu all sản_phẩm âm_nhạc của sếp < 3"
629,"Hôm_qua: "" Chúng_ta không thuộc về nhau "" - We don ' tôi talk any more Hôm_nay: "" Chúng_ta không thuộc về nhau "" - We don ' tôi belong together: ) )"
630,gọi là thử_thách để mở_mang bản_thân thì tán_thành.. không gì gọi là hay cả
631,"Tôi thấy nếu mình thả_lỏng, tiếp_nhận nó thì khá hay, vì 1 phần nó dăm = ) ) ) tôi oke với nó"
632,Đúng như em nói chị simmy vừa xinh vừa ngầu mlem mlem :chảy_dãi: :chảy_dãi: :chảy_dãi:
633,nó ra gần như cùng lúc với MV của CHỊ. P. wtf. cps 1 sự sắp_đặt không hề nhẹ. tôi không muốn anti nhưng đọc báo với cmt thì tôi thấy hơi ngứa ngứa mày rồi tùng núi
634,bọn aniti nghe đây.. bài nhạc hay_là do mỗi người nghe và đánh_giá.. tụi bây cv thích không thích tự tụi bây quết định.. vậy thôi :thích: :thèm_ăn: :giơ_tay: đừng ném đá em
635,"nhạc này có hay không. Có điểm_danh, qua tôi sur nhé."
636,Lượt xem toàn của anti nó soi: ) ) ) ) mà sky nó tự_hào ghe gớm: ) ) ) ) ) sa_mạc lời
637,Gỡ mẹ mày cái bài hát này đi vừa xấu vừa hát như các chí sáng_tác kém
638,Chị chipu mua dep ma con hat tot nhung em chi thich doan không ó không :cười_đỏ_má:
639,"Chi pu đã rất cố_gắng mà, mình thích vì chipu thực_sự nghiêm_túc, cảm_ơn chipu, mv rất đẹp"
640,Em bị_thương mà nghe cái này xong thì em có_thể cầm búa được rồi và cảm_ơn bài hát này giờ em phải tìm con bạn em đập nó vì nó làm em bị_thương
641,nếu cán mốc 100. 000. 000 wiew không biết sẽ ntn ta. chắc nổi trên truyền_thông lắm hak. lần đâu MV việt_nam cán mốc 100. 000. 000 mak Ráng nghe mới được. ráng kéo lên đi Sky
642,VIỆT_NAM cần có nhiều ca_nhạc_sĩ như Sơn_Tùng. ST đúng là thiên_tài âm_nhạc
643,Tôi rất thích mèo simmy ráp vì tôi là fan chị simmy
644,"quá hay, tuy không phải fan Mtp nhưng nghe nhạc rất thấm"
645,30 / 5 / 2018 nghe lại ai như tồi không lâu quá mới xem_lại bài này á hihi
646,"đọc mấy cái comt "" không phải anti, không phải sky "" mà chán, anh dua theo nhau, đú_đởn cùng nhau nghĩ thế_là hay :mặt_ranh_mãnh:"
647,"tôi nghe khúc đầu hơi giống we don ' tôi.. khúc rap thỳ tôi là fan bts nên khỏi nói luôn, nghe đúng câu_đầu là biết luôn"
648,Xem Nghe ca tram lan không thay chán: ) @ @ mv dep nhac hay :ok:
649,Em thấy chị Sammy sinh nhất đấy Dễ_thương nhất đấy
650,Nếu mở bài này trong đám_tang thì mọi người sẽ ghen_tị người ở bên trong quan_tài
651,Chưa được 1 ngày: hơn 1tr views yeahhhh cứ tiếp_tục chắc_chắn lặp kỉ_lục
652,có nhà_khoa_học nào có_thể cho bộ_não của anh - sờ - tanh nghe bài này có_khi bộ_não ấy lại mọc ra_tay chân để tắt bài này. vậy là người đó sẽ được coi vị anh_hùng của nhân_loại
653,"Sao không đặt là "" Chúng_ta không nói_chuyện với nhau nữa "": -?"
654,"rất hay nhé, coi lần đầu toàn chú_ý cảnh mv, nge lần 2 thì nge nhạc, hay lắm"
655,Đờ mờ chê thì đừng coii để ngta coi chứ đừng ở đo mà cmt chê sếp không biết ca_sĩ mày hâm_mộ được như ngta không mà không thích lũ cô_hồn
656,tôi nghe đã nghe hết bài hát mặc_dù tôi không bật loa
657,Mới xem bài mới giờ Có ai xem_lại như tôi không
658,"chị simmy dễ_thương kinh, dễ_thương hơn cả bé cam :cười_với_trái_tim: :cười_với_trái_tim: :cười_với_trái_tim: :cười_với_trái_tim: :cười_với_trái_tim: :cười_với_trái_tim: :cười_với_trái_tim: :mắt_trái_tim: :mắt_trái_tim: :mắt_trái_tim: :cười_với_trái_tim:0 :cười_với_trái_tim:1 :cười_với_trái_tim:2 :cười_với_trái_tim:3 :cười_với_trái_tim:4 :cười_với_trái_tim:5 :cười_với_trái_tim:6 :cười_với_trái_tim:7 :cười_với_trái_tim:8"
659,toàn ăn_cắp bảng quyền mày tưởng ăn cấp bản_quyền người nước_ngoài là không ai biết hả ca_sĩ như cl người ta toàn dân ăn cấp bản_quyền
660,Bài này rất hay và catchy. Cảm_nhận của một người điếc chia_sẻ :trái_tim_vỡ: :trái_tim_vỡ:
661,"ầy: / thà nghe nhạc sơn tùng, jack, nhjac nhật, trung anh còn hay hơn nghe cái này"
662,Sau khi nghe xong bài này tôi đã giác_ngộ ảo thật
663,"Tôi không chúc anh thành_công vì tôi không có khái_niệm về hai chữ "" thành_công "", chỉ chúc anh hạnh_phúc và hài_lòng với những điều anh đã, đang và sẽ có. Tùng ơi Sky và tôi luôn ở cạnh anh, không hứa trước được điều gì nhưng chỉ cần Sơn_Tùng_MÀY - TP còn đứng trên sân_khấu thì chúng_tôi luôn bảo_vệ anh. Cố lên chàng trai!!!!"
664,"đây chỉ là bước khởi_đầu, ai cũng có bước khởi_đầu không tốt mà, hãy tiếp_tục cố gắn chi nhé, cứ mặc_kệ họ nói gì, cố gắn hoàn_thiện hơn là được, hãy chấp_nhận những lời góp_ý chân_thành của mọi người và thay_đổi, 30 chưa phải là tết, đừng lo nhé, cố gắn lên"
665,Thực_sự nội_dung bài hát không ra gì và bả hát cũng quá dở
666,3 ngày 10tr lượt xem khủng nhất từ trước đến nay trong nhạc việt
667,cái xã_hội phức_tạp khó hiểu: vậy chơi_xấu nữa haha
668,rap giống fire của BTS quá. đoạn của rệp mông
669,"Bài của anh rất dở luôn, không ai thích hết. :cười_toe_toét: :cười_toe_toét: :tức_giận: :tức_giận: :tức_giận: :chửi_thề: :chửi_thề: :chửi_thề: :chửi_thề: :chửi_thề: :cười_toe_toét:0 :cười_toe_toét:1 :cười_toe_toét:2 :cười_toe_toét:3 :cười_toe_toét:4 :cười_toe_toét:5 :cười_toe_toét:6 :cười_toe_toét:7 :cười_toe_toét:8 :cười_toe_toét:9 :tức_giận:0 :tức_giận:1 :tức_giận:2 :tức_giận:3 :tức_giận:4 :tức_giận:5 :tức_giận:6"
670,"Nghe thì cũng không dở, mỗi_tội có_vẻ không được lòng dân_chúng thì phải?"
671,Đến cả một người thực_vật Liệt nửa chân còn phải đứng dậy để tắt nó đi :há_hốc:
672,lần đầu_tiên mình thấy trong 2 ngày có 9 triệu lượt xem của sơn tùng thế_này
673,Ụa cái khúc mà có cái vách ngăn á sao mà không đi qua chửi cho nó đã vậy: ) )
674,Hay lắm chị ơi!! Mặc người ta nói gì nhé chị cứ cố_gắng nhe chị :hoa_anh_đào:
675,Chi_Dân nổi từ bài xàm xí đú. 1 năm 4 mùa mata trí_nhớ 4 mùa. Rồi khi mày. người biết tới tên_tuổi. ANH ấy mới hat nhạc chất_lượng. Chipu chăc đi theo lôi này
676,"anh mặc_kệ những người không thích hay nói_xấu anh, chửi gì đó!!! EM VẪN LUN ỦNG_HỘ ANHHHHHHHH!!!!"
677,co ai đang kay lượt xem ( noi nay co anh _ lac troi ) roi kay lượt xem ( chung ta không thuoc ve nhau ) hong
678,Hát thì cũng không đến_nỗi nào. Nhưng_mà bài hát thì xàm vd @ @
679,Cần gì để_ý.... Cần gì đọc comment... Cứ_Phang thẳng nhạc và hình mà xem mà nghe... Chứ cứ tranh_cãi chả được gì.... Cmt lúc 10. 318. 034 lượt xem
680,hát cái loz què gì không nghe được chữ nào! giai_điệu ám_ảnh vãi cả lúa! đúng là bạn thân tiêu minh phụng! nhảm_nhí rác_rưởi như nhau!
681,we don ' tôi thuộc về nhau đây mà: ) ) ) có sub việt hay thế còn đòi gì nữa
682,Ai còn ngầu bằng chị mèo simmy nữa tiếng của chị cũng hay lắm
683,vậy ~ 34133122 lượt xem chắc Tùng đợt này phải cảm_ơn bọn anti rùi hehe
684,26 - 7 Sơn tùng đã có sản_phẩm còn bài we don ' tôi talk anymore tới 8 - 2 mới phát_hành mà! Tất_nhiên là 2 bài hoàn_toàn khác nhau
685,. Uả thấy cũng okkkk à có gì đâu mà phản_đối giữ vậy. Mà vừa làm diễn_viên với ca_sĩ là quyền ngta chứ không phải quyền của mình. ok
686,we don ' tôi talk anymore - > chung ta không thuộc về nhau = ) ) ) )
687,Anh Quý hãy bỏ_qua những Cmt tồi_tệ đó đi vì nhạc này nó còn tệ hơn
688,Lỡ test CD với AT rồi thì cũng_nên thử test nhạc_sĩ với ca_sĩ hát bài này luôn chứ hả :mặt_lộn_ngược:
689,"nếu bài này có lời bài hát khác, nhạc_sĩ khác, beat khác, thông_điệp khác, tiêu_đề khác, video khác, producer khác thì nó đã có_thể rất hay rồi :nói: :lửa: :lửa: :lửa:"
690,"Đừg wuan tam nkug gì ngt ns, sog đúg nkug gì mjk mun la ok hà ckj, em ủng_hộ......... co that bại ms co tkanh cog"
691,hôm_qua để_ý chênh_lệch thích với disslike là 50k. giờ đã 70k rồi. nhanh thật
692,xem may mv trc di. dau co nguoi nuoc ngoai vao xem hoac cmt. con mv nay noi tieng the gioi rồi.
693,"phong cận, siro, simmy, hà thảo ling, timmy, kairon sammy, cả hero tem :trái_tim_đỏ: :trái_tim_đỏ:"
694,"Beat bắt tai thế_mà lời bài hát nó fail vậy, hic: < cảm_giác chẳng liên_quan gì với beat cả."
