,text
10571,Team free Fire hay hơn
10572,Nhâyw
10573,Lách thì thối —
10574,Uchiha rikaki
10575,Anh em nhảy
10576,Em hát heo luôn ay
10577,Em là fan của Hero team nè
10578,Alo
10579,mình thích đoạn của cô ngân và chị mèo simmy
10580,Tôi thích nhất là khi rikaki và siro rap
10581,"Chị mèo simmy ngầu quá, yêu chị❤️❤️❤️🌈😊"
10582,Phong cận sấu như cứk đẹp sai chết liền
10583,Nhạc hay đến nỗi dành cho người bị điếc í =)))
10584,Hay quá
10585,RAP hay quá 😍😍😍😍😍😍😍😍
10586,Hero Team mãi đĩnh
10587,MEOSIMMI
10588,streamers
10589,Ăn vịt hơi hỗn với bác gấu
10590,hero đỉnh qué
10591,mèo simmy mãi đỉnh nhất
10592,Hero team mãi đỉnh em ủng hộ Hero team
10593,Anh oi anh cho em cim cuom
10594,Hero Team ngầu quá 😎😎😎😎😎😎
10595,hội chị em hát hay quá
10596,Kumui rap hay vãi
10597,Chai thuốc sâu đâu rồi ấy nhể
10598,"Gắt quá,anh ro rap hok hiểu j"
10599,", , FIFA Là Số 1"
10600,2 team solo phi phai bik ai win ngay😂
10601,Chắc a phong vs gao bạc cay nhau lắm😂😂😂
10602,😘😘😘😘😘
10603,ỏoooooooooo
10604,Rap như gì á? Nghe hài vãi
10605,Wowwwwwwwwwwwwww
10606,Cô Rap ko hay á
10607,Phong cận hay quá heho hay
10608,Hero team mãi đỉnh
10609,2:00 à ê
10610,100 điểmmmmmmm
10611,Team gắt quá mn ơiiiiiiiiiiii
10612,beat cuốn thế
10613,ko
10614,Bài này có ai thuộc chưa tui thuộc lâu lắm rồi
10615,herro thôi
10616,ai em cũng chọn
10617,em thích chị kammui simmy simmy mimi
10618,"em luôn luôn chọn herro time 
em ủng hộ herro time"
10619,Cô ngân RAP hay quá
10620,hihihi
10621,"Fan T Gaming
👇"
10622,"cảm ơn Hero Team, nhờ video mới biết Việt Nam chúng ta có rất nhiều người bệnh tật như vậy !"
10623,Tem gao bạc mạnh hơn
10624,Hhhh hay quá  hero team là  nhất của e
10625,Cine chào
10626,kể cả có xem lại trăm lần chỉ để ý mỗi chị HÀ THỎA LINH à
10627,🥰😄🤟
10628,chi sim hay qua
10629,Sức mạnh của fai fai
10630,thật là gắt quá đi
10631,:)
10632,rap Việt xem mà phải khóc thét }:‑)
10633,"Nghe xong cười địt tủm tủm, mang game thủ vô làm MV như đang chế nhiễu nhạc rap vậy, tiền đâu ko thuê rapper, hút máu nhiều lắm mà lại làm vậy là sao =))))??"
10634,Cô ngân rap hay quá
10635,E đứng về c sim mi
10636,Hero tủi
10637,Free fire mãi đĩnh
10638,Team hero team mà top 1 srever ff à nghe cười ỉa 😹😹😹😹
10639,Team hero team gà team gao bạc bắn hay hơn ok
10640,Nhìn chị kamui ngầu qua
10641,Quá hero team là nhất 💛💚💙❤️🤍🖤
10642,Phải bắt nan ff hic chơi vui mà chửi
10643,sammy simmy
10644,giọng sammy lạ quá
10645,Chiến thần muay thái phải đấm đá phải nói là cực gắt
10646,😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻
10647,Cô ngân hát hay quá😃👍
10648,Clm =))
10649,Âu mai gót 🤔🤔🤔 rap hay thế 😘😘😘😘
10650,"Cảm ơn bài hát, nếu ko có nó thì bây h tôi đã ko đập sập cái TV 50 tr việt kim, ko pk bị ô nhiễm tiếng ồn ;-;"
10651,Lời đồn quả HK sai tau bị khó ỉa nghe tui nó dạy tiếng Campuchia xong tau yk rất nhanh cảm ơn
10652,Chào bạn cần phải cài đặt 😇
10653,thich doan cua Rikaki nhat😆
10654,T faming rap kiểu hết hơi =))
10655,Mr. Vịt ngầu vậy
10656,Lên Top 1
10657,"bài hát này mà cũng đc 4n like ,tao cười ỉa"
10658,heor team là nhất
10659,😒😒😒😒
10660,hay qua
10661,A đau đàu wuá
10662,Cô ngân với simmy hay wa
10663,Simmy😍😍😍
10664,Heroteam muôn năm
10665,hero team ráp hay quá
10666,Em tin hero team thắng cố lênnnn😎😎😎😎😎😎😎😎😎😎😎😎😎😎😘😘
10667,uoc gi minh vao rap
10668,đúng
10669,Điểm nhấn mèo sim mi @@
10670,Cười vch
10671,Kai ngầu qué Kai ưi
10672,Hay  quá em ước gì em là YouTube nhận đc cúp vàng em chúc  team hero vui vẻ ngày hạnh phúc nh yêu mọi người hihi ☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️💝💝💝💝💝💝😘😘😘😘😘🥰🥰🥰🥰😍🤩😍
10673,Như cutws
10674,Top mấy rồi.Đang chơi ff mà nghe bài nài nửa thì Headshot quá đỉnh 👍👍
10675,:))
10676,A chị simmy và sammy cute quá 🥰
10677,Hay quá đi
10678,Mèo Sammy rap với ngân hay quá
10679,Quá hay nhưng thích nhất là anh vịt với chị kamui
10680,Rất thích tim mi
10681,Quá hay
10682,Rap   hây  qua😊😊😊😊😊😊
10683,Hẻo team
10684,hero team hay hơn nhiều
10685,hero team rap hay hơn
10686,"rap bơ số 1 việt nam 
hay quá"
10687,siro mãi đỉnhhhhh tui là fan sirooooo
10688,Hay quá chị
10689,nhạc như coin card
10690,tui la fan hero teom ma du qua🤣🤣🤣
10691,"Riêng mình thấy mỗi, phong cận, rap nghe hay"
10692,🛀🏾👨‍👨‍👧👩‍❤️‍💋‍👨🧘🏼🤾🏽🤽🏼‍♀️🗣🦱🦰👣👣🫂
10693,em cho hero team
10694,Hokage làng free fire 😂😂😑
10695,"hero team la so mot
hero team la thu 2 la khong ai la chu nhat"
10696,có ai để ý là có cơm chó ko?
10697,Toca
10698,Toca
10699,Hero team mãi đỉnh
10700,Hay quá siro rap khó nghe mà hay simmy hay cô ngân vs bác gấu những hay quá🤗🤗🤗🤗🤗🤗🤗🤗🤗
10701,Hay quá
10702,hay quá
10703,"Moẹ , nói ko phải bênh chứ cái flow của siro nghe được vải , t ko fan thg db nào nhưng nghe siro flow được nhất"
10704,"bài rap rất hay, tôi đã từ người nghe được trở thành người điếc"
10705,Chào các anh chị em từ top top vào đây
10706,Đu idol thôi
10707,"""thấy phong lại muốn hiện luôn"" câu đấy hay thật"
10708,Nhạc hay
10709,hero rap hay quá
10710,Thích cô ngân và simmy 😘
10711,Ít thấy anh toàn tây hát trong team này lun á
10712,Kamui rap hay vãi
10713,Anh có biết bắn lục héhshot
10714,Sau khi nghe Ma Gaming rap thì e phải xin lỗi Cô Ngân với chị Mèo Simmy ạ
10715,Em ổn hộ hero team hero team cố gắng lên nhé
10716,Hero team cố lên
10717,Hero team cố lên
10718,ui khét
10719,Nghe Siro rap giống con người nhất
10720,Giọng của toàn tây giống giọng karon
10721,Đụng ts sam mi thì sao ah
10722,❤️🖤💜🤎♥️💛💚💙🦈🐬🐺
10723,bottom low of marketing
10724,Phi phai sống dai là huyền hẹo
10725,Lên top kệ mej mayf
10726,Tôi đã nghe nhạc và bị ung thư tai
10727,STREAMERS FREE FIRE mãi đỉnh
10728,"Rap = Cơm Tró 
Bài Rap mãi đỉnh ! Ai giờ này vẫn nghe bài này ko"
10729,Mấy anh chị ngầu quá xá luôn 😎
10730,Toàn tây cân 3 ng của team hẻo đỉnh thật sự
10731,"Bài rap này quá đỉnh luôn, từ khi nghe xong tôi đã thoát khỏi sự ràng buộc của cuộc sống, đã có thể tự tin giải thoát cho bản thân bằng cách bắn nổ hai tai ^^ Bài Rap này mãi đỉnh ......"
10732,nghi me youtube ik
10733,nghe xong het diec luon
10734,Bé nghân à mầy điên à mầy đấu với cj simmi bắt gấu 🐻🐻🐻 ko có cửa hahaha 😆😆😆😆😆😆😆😂😂😂😂😂😂😂😂😂
10735,tưởng T Gaming ở Noob Team
10736,"FF k hợp làm nhạc, nghe xg trầm zn 3 ngày"
10737,ỦNG HỘ HERO TEAM I LOVE HERO TEAM
10738,Mãi mãi chỉ Thích đội simmy
10739,JJJJJjJJJJJjJJJJJJJjJJJJJj
10740,Tui chọn hero team
10741,Sdffffff
10742,helo may anh chi😁😁 trong hero team e thich nhat  sammy anh phong can chi simmy chi kamui anh siro🙂😊
10743,chi sim chi sam ngau pua
10744,Đây là here media chữ không phải heroteam
10745,streamers free fire la nhat
10746,simmy
10747,cuốnnn
10748,Siro đỉnh nhất
10749,ui cái nào rap cũng hay
10750,Lên top thôi 😆
10751,Rtygg
10752,HERO TEAM HÁT HAY HƠN Ý
10753,Cô ngân rap hay quá
10754,Công nhận chị simmy đẹp thiệt 🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
10755,"Kamui ngầu,"
10756,Anh ơi em cho  100
10757,Hi cj sammy nha!
10758,Hero team là đỉnh nhất 💜💜💜🧡🧡🧡💛💛💛💚💚💚💙💙💙❤❤❤
10759,mặt Timmy căn
10760,chị mèo simmy ngầu quá
10761,😀😀😀
10762,Sim đọc hay j vậy
10763,Rác
10764,Ô
10765,Đếch hiểu s tôi nghe thành Siro đổi thành cherry =))
10766,Heleam cô gắng lên nhé 😘😍😎😋😊
10767,Gu âm nhạc h lạ quá 🤣
10768,Mẹ phi phai khét đếy
10769,AI TEAM NGAU NHAT EM LA EM THCHI CA HAI
10770,chị simmy và sammy rap hay quá
10771,Hay quá 😍😍
10772,Cố lên simmy
10773,쯧쯧
10774,"nghe xong tramkam nặng, ung thư tai :))chắc đc mỗi ông siro đỡ nhất"
10775,chay qua aaa ^^
10776,Hai vai
10777,2022 vẫn hay
10778,Yêu Hero Team nha❤️❤️❤️❤️❤️
10779,Hay vãi nồi 😙😙
10780,SIRO RAN gì vậy
10781,Nhớ lúc trước coi live mv này nè🤣🤣
10782,ngân hát k o hay fan hero team
10783,Thank you garena for a rap that made me suffer from grade 3 depression and ear cancer
10784,😍❤❤❤❤❤❤❤❤❤❤❤❤❤💚💜🖤🧡🇻🇳
10785,Hero team hát hay nhất
10786,T Gaming
10787,Siro và rikaki đỉnh nhất 😘
10788,Chào các bạn 🥰🥰🥰
10789,"chị simmi và cô ngân hát hay quá và như thiên thần vậy chị mình bị xương mắc cổ mình mở nhạc này khúc chị simmi và cô ngân ,chị hai mình phụt cơm và xương cổ cũng văng ra luôn thật là kì diệu"
10790,Trầm kẻm x10000
10791,😁😁😁chào
10792,"Bạn mình bị táo bón cả tuần nay chữa k hết.
Mình mở bài này cho nó nghe. Nghe xong nó ỉa chảy cả tháng phải nằm viện luôn. :)))"
10793,Kooooooooooooo T-GAMING PHẢN BỘI TA
10794,🥰
10795,Ai là cụ tổ ff thì vào đây
10796,Uống thuốc chx mà hát thấy sao sao ấy
10797,A ! Mèo Simmy thấy chị em mà sao không thả tim đi :vvv =)))
10798,Cặp đôi sam vs phong ngầu quá
10799,Cặp đôi
10800,Hero team hát hay quá 💝
10801,"Màn đại chiến này rất là thiết phục 
Anh em rapper như tui rất chi là hại não 
Tui Nghe xong chỉ muốn nói là 
Mấy chị mấy anh đừng hát rap nữa ạ 
Hãy làm Youtube về game tiếp đi ạ 
Tui lại mấy anh chị hãy bỏ rap đi"
10802,Nguyên một đám rap gáy rất to nhưng 1 mình toàn tâycaan cả lũ mất :))
10803,Hello
10804,nghe như đấm vào tai -)
10805,trầm zn.
10806,Wow hay quá 😪
10807,Wow
10808,nghe bủn rủn cả chân tay=))))
10809,Chị sim my hát Trần cảm hay quá
10810,chị simmy ơi chị rap hay quá e thích chị lắm ó :333
10811,hay
10812,phong can mai dinh . va chi meo simmy
10813,Siro vs phong mất dại. Vải
10814,heroteam sẽ thắng .
10815,Hero team rap kiểu j v
10816,Hero team rạp.hay quá đi
10817,Hay quá
10818,3:06 Cho Tui Hỏi Phận Cong Rap Gì Vậy Mọi Người :))?
10819,simmy occho
10820,Hay😘😘❤
10821,Chị sammy ơi lần sau làm Miku đi
10822,Thấy bọn họ ngẫu quá
10823,Hay quá
10824,Chị  mèo simmi rap hay quá
10825,Kiều Trang tra xanh dam cap anh phong cân của chị Sammy hứ
10826,HERO CỐ LÊN
10827,Ui chị mèo simmy
10828,Hero team mãi đỉnh
10829,Hhhhhhhhhhhhhhhhhhhjhhhhhhhhhh
10830,Dễ gì rap hay hơn hero team
10831,Ai dám khịa chị mèo simmy của tao muốn ₫ấm kg
10832,2:53 gà rán ok
10833,Mỗi siro nó còn ra màu xíu còn lại đéo còn gì để nói kinh quá ko dám bật tiếng
10834,Tui chơi cả hai ko biết về phe nào :(
10835,"trời ơi , cute quá . hero team mãi đỉnh"
10836,Bác chó ngầu vãi
10837,Rác 😏😏
10838,Ưyi
10839,Ỉmd
10840,Nghe bài này mà đau đầu quá🙀
10841,Sammy phong 🤔🤔
10842,Yêu thương si rô kai ron sim My 💕💖💗💘💝💞👗👠👠💳💵💴
10843,Nhình anh siro rap nhanh quá đọc ko kịp luôn
10844,TRONG BÀI NÀY CX CS CƠM TÓ NX HẺ
10845,Chất chơi người chơi chú Rikaki ơi
10846,Nhờ bài rap này mà tôi ko còn bị đau đầu nữa mà chuyển sang bị điên
10847,hero team quá đỉnh ❤❤❤❤
10848,Cô ngân lùn quá haha
10849,Cô ngân mãi đỉnh
10850,lâu quá mới xem lại
10851,Trẻ tuổi như thiên anh chị có cái gì mà Coi siêu coi siêu
10852,Minh thich hero team nhat
10853,Ưa đc mỗi siro
10854,Simmy choá
10855,hẻo team quá gke gớm :(
10856,Hero sổ một
10857,😡😡😡😡😡😡😡😡😡😡😡
10858,hero rap hay
10859,Thôi tôi đi khám lại lỗ tai đây
10860,Team Cô Ngân tv
10861,Cô ngân
10862,"HERO HAY STREAMERT 
ĐỀU LÀ NHẤT 😁"
10863,Fan Hero cứ nói Hero rap đỉnh hơn vậy solo thử vs các streamer đi xem hơn k mà cứ khịa nói này nói kia😼👎
10864,hero team cố lên❤️
10865,Ai cứu tôi với :( 2 chị rap CĂNG quá! Ám ảnh cmnr
10866,💌💌💌💗💗💗❤❤
10867,hero team ngầu was
10868,hahahahahahahaha😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂
10869,Đẹp quá
10870,Kì quá
10871,Sao gao bạc kêu là phủi áo cho phong cận
10872,Siro đẹp quá
10873,Cô ngân sim ngầu quá
10874,1:20 :))
10875,Hẻo tuổi
10876,Đúng
10877,Nhận
10878,"hero team là đỉnh nhất

thuộc bài rap này thì khó lắm

mà giọng của simmy thì nghe cũng được 

ủng hộ cho hero team 1 like và 1 đăng kí nhé 

vì tui là fan hero team lâu năm rùi"
10879,đỉnh quá
10880,hero rap hay quá
10881,Ghê quá
10882,Ngầu quá anh chị ơi
10883,Cho em hoi nha anh kairon anh T-gaming la doi nao z🤔🤔
10884,1 mình toàn tây đủ sức bán hành cho cả cái hero:))
10885,Chị simmi và chị ngân hát hay
10886,"CÔ NGÂN VÀ GAO BẠC 
RAP HAY NHẤT TOP.."
10887,Samsum và simcak hát hay quá đi
10888,Du
10889,rap khét đấy
10890,dag bị táo bón nghe bài này ỉa chảy mịa lun
10891,"Ồ,chị MÈO SIMMY ráp hay quá !"
10892,hero tuổi
10893,1:04 cười nham hiểm
10894,Trong mv này thấy anh Rô và anh Phong là rap căng nhất luôn
10895,Sao ko thuê rap nhở??
10896,A vịt mặt áo kính dô nhé
10897,Herôtim
10898,Clm=))
10899,Fan hero team chú em ko ko thik oi
10900,Chị simmy hát hay vôchicôngân
10901,Hẻo 🤡🤡🤡🤡
10902,Tôi bị liệt từ nhỏ nhưng sau khi nghe bài này tôi đã đứng dậy đc để tắt bài này thật là kì diệu
10903,😂
10904,Hà Thảo Linh
10905,@Simmy
10906,KHI REACTION THÌ GAO KHEN PHONG ĐẸP ZAIII !🤣
10907,CÔ NGÂN KHÓC RÒNG VÌ KHI GAO BẠC HÓA  GAO HỒNG🤣
10908,Chị simcak rap hay quá
10909,1:21s
10910,Hai chị giọng của hai chị hay quá đi mất 🥰😍
10911,cám ơn free fire đã làm ra clip này để cho chúng tui được chiêm ngưỡng các idol của mềnh !!!
10912,Cùng tỉ thí công bằng như là phim đi
10913,Hảo hẻo team Hảo fể fỉe
10914,simmy vẫn hay
10915,🤟🤟🤟🤟🤟🤘🤘🤘🤘🤘❤❤💌💌💋
10916,Cô ngân với mèo simmy con gái kinh v
10917,chi simmy hat hay qua ca co ngan nua
10918,đừng có mà coi thường #Sammy nhé #Phong hay bảo vệ #Sam lắm
10919,Tiếng của simmy củng hay
10920,rap hay quá
10921,hay
10922,nể mấy đứa bảo hay =))
10923,hai team gắt quá
10924,giọng của chị mèo simmy hơi tune =))
10925,c simmy đinh thật đấ👏
10926,"Cô ngân,simmy,Tymmy,KAImu,nhất sammy hát hay nhất"
10927,"Em

OK"
10928,Phong cận giống huynood vãi
10929,Bắn chán lắm
10930,Em mới có lv 12 thôi
10931,1:00 Hokage của làng free fire :)))?
10932,thự ra là:  toàn tây cân 4 về kĩ năng
10933,E
10934,og siro og noi iya iya iya
10935,Thế rikaki hokage đệ gì
10936,Phong Cận đẹp trai quá
10937,em ủng hộ cho hero team mãi mãi
10938,Chị mèo simmy là tóp 1
10939,Rap hay quá
10940,FF
10941,Anh Vịt nha =}
10942,Phái anh Tgaming à
10943,xem chống mặt quá
10944,Ai cũng ngầu loài
10945,Hay quá mấy anh GARENA làm Thiêm đi anh
10946,ui chị mèo samsung
10947,Tui fan cô ngân gao bạc nha tui ko thích hero team
10948,BRUH
10949,Chi simmi hát hay quá❤❤😍😍
10950,Chào chị Sammy Đào
10951,Hẻo
10952,Công nhận xem lại vẫn thấy Cô Ngân ngầu thật
10953,Cô ngân rap ghê quá:))
10954,Chị simmy hát nhanh quá
10955,"Nhạc hay lắm,thằng bạn tôi bị liệt 15 năm rồi tôi mở nó nghe bài rap này nó bật dạy treo dây thừng lên nóc nhà rồi treo cổ vào,còn con em họ tôi nghe xong đang khỏe mạnh bỗng điếc tai rồi phụt máu,cảm ơn fifai nhiều lắm=))"
10956,wow sim cu hát hay wa
10957,Hay qua
10958,Anh phong có đẹp trai hk mà hát phong đẹp trai hồi ah đừng nói như thế nữa ảo quá đi mất
10959,đoạn của kamui vs t gaming chất quá luôn
10960,Nhạc ung thư
10961,Siro hay wa
10962,hay quá hero team ạ
10963,Tui bị táo bón mấy ngày này nghe bài này đảm bảo hết bệnh =)) (Cmt vui)
10964,Em chỉ thích team chị em simmy và Sammy thôi 😘😘🇻🇳❤️😷💕👌
10965,Sammy đáng yêu quá đi ❤️❤️💐🌹
