,processed_text
3124,Bài hát này là tuyệt vời nhất thế giới :red_heart: :winking_face:
3125,Chac ong ra bài này để come out ha ta ? ? Hoi gio không biet lgbt
3126,Nhạc như bòi
3127,"[ Cho em copy lại cái comment rồi để ở đây do video này nổi nhất ] - Thấy bài này cũng ok , coi bà chị kia vẽ nghe bài này hoài :skull: cũng như bài thick of it bị fan cười xong nó viral quá trời : ) ) tôi không nghĩ là sẽ có bài nào dở cả , nếu không hay thì có thể dùng để chế meme , chế nhạc theo phong cách khác như bài "" tiến vào sân pickleball "" bài này có thể nó không cảm động hay gì đó nhưng tôi chắc nó đã mang lại tiếng cười cho nhiều người bởi mấy cái meme :moai: lyric thì lỏ thiệt , nhưng nhạc với beat cũng chill chill , tôi thấy cũng được . - Mà mọi người cũng đừng có tấn công người ta quá , nếu như 1 người thầy giải 10 câu hỏi đúng được 9 câu nhưng khi sai 1 câu thì học sinh lại cười và chế diễu thầy vì 1 câu sai đấy thay vì công nhận là thầy đã giải được 9 câu đúng ? tôi thấy câu này khá đúng do 1 vài bài khác cũng bị hùa theo mà ghét ấy , mà bro Quí cũng chill guys phết khi không để mấy cái comment bủh bủh lmao lmao ấy ảnh hưởng tới mình , keep it up bro :thumbs_up: cũng nhờ pickleball mà kênh nó nổi lên tý chứ không có khi flop : vậy"
3128,Pickleball phonk tuyệt phẩm vi ci eo
3129,""" Bài hát này rất hay , giai điệu rất tuyệt vời làm tôi muốn lan tỏa nó đến tất cả mọi người , nó thật sự là 1 bài hát hết sức tuyệt vời "" 1 người điếc chia sẻ :"
3131,"Bài hát thể hiện chính xác những gì mà câu nói âm nhạc là liều thuốc chữa lành mang lại . Minh chứng là việc mình có thằng bạn bị bại liệt phải ngồi xe lăn 20 năm nay , khi được nghe giai điệu cũng như những ca từ ấy cất lên , nó đã đứng phắt dậy , chạy ra tắt TV và quay trở lại xe lăn để ngồi : )"
3132,Đang đau ẻ tự dưng nghe đoạn xong ẻ ngon lành
3133,Anh có năng lực tiềm ẩn đấy anh [ người điếc rất thích nghe ]
3135,Tôi đã bị điếc tai sau khi nghe
3136,3 : 16 là hay nhất
3137,"Nên đưa vào danh sách di chứng mới của nạn nhân chất độc da cam , cảm ơn bạn đã cho chúng tôi thấy điển hình về kiểu di chứng mới này"
3138,* - KHÔNG THỂ NGHE NỔI :crying_face: - *
3139,"Cảm ơn anh , khi nghe bài nhạc khiến bạn em , người đã hôn mê vì tai nạn đã thức dậy để tắt nhạc , cảm ơn anh :smiling_face_with_smiling_eyes:"
3140,Trường tôi nghiện pickleball thì phải đề thi tiếng anh có pickleball với cả brother say hi trong câu thảm họa của đỗ phú quí :face_with_tears_of_joy: :face_with_tears_of_joy:
3141,Đứa nào chê làm chó suốt đời
3142,Thảm họa picklebal :loudly_crying_face:
3143,"Guys , I heard oo ee aa uia uia cat singing this song . I couldn ' tôi find it again . Can anyone send if they find it"
3144,em hen anh picklengu
3145,Nhạc hay dữ :red_heart: :face_with_open_mouth:
3146,"Tôi có có một người bạn bị liệt , sau khi nghe bài hát này bạn tôi đã có thể tự đứng dậy và tắt bài hát này đi cảm ơn anh :face_with_tears_of_joy:"
3147,Bro ( ￣ ー ￣ )
3148,Oh
3149,Nếu người bọn khủng bố khôn hơn một tí bật cái bài này cạnh thấp đôi làm nó chạy lòng vòng năm 2001 thì chắc không phải phí 1 cái máy bay
3150,Cringe cỡ hell :skull_and_crossbones: :skull_and_crossbones: :skull_and_crossbones: :skull_and_crossbones:
3151,"nghe bạn nói tệ lắm , hóa ra tệ thật"
3152,"trong đám tang bạn tôi , bật bài này thằng bạn sống dậy để tắt luôn ."
3153,hay :thumbs_up:
3154,thảm họa âm nhạc
3155,MV bài này rất hay và xuất sắc vì Đỗ Phú Quí đã nhờ con thú cưng ( chó ) của mình để làm vì con người không đủ tiêu chuẩn để làm nó
3156,Lơi bài hát “ Anh hẹn em Pickleball ” rất hay và hoàn hảo để làm một người bình thường biến thành một thằng bại liệt tai
3157,Ngta thấy dở tôi thấy hay :grinning_face_with_sweat:
3158,Như cứt :smiling_face_with_smiling_eyes:
3159,Bài hát nghe rất hay cho đến khi tôi bật tiếng
3161,Chắc cho bài này cho quỷ còn không nghe nữa
3164,Nghe hi * p d * mày lỗ tai vãi cả lúa
3165,Cảm ơn anh em ỉa không ra mà nghe nhạc anh xong rồi em ỉa ra luôn
3167,nhu cac
3168,: )
3169,"Tôi thấy bài hát này rất hay , đây là một sản phẩm âm nhạc hết nước chấm khi xe tăng bị thủng lốp tôi càng thấy bài hát hay"
3170,Số sánh bài pickleball với thiên lý ơi thì tôi chọn ngày trong xanh của QUANG HÙNG MASTERD vì bài pickleball với bài thiên lý ơi nó dở như nau : )
3172,Thảm họa đến ròi :anxious_face_with_sweat:
3173,Điếc tại rồi
3175,Có tài năng thì anh vụt mẹ nó luôn đi
3176,bÀI NÀY THẬT SỰ RẤT HAY VÀ ỔN ( ỔN LÒI LÌA )
3177,"bạn tôi bị điếc 5 năm , tôi bật bài này lên nó kêu tắt điện thoại luôn mà"
3178,Hát như … …
3179,"nếu bài này có lyrics khác , nhạc sĩ khác , beat khác , thông điệp khác , tiêu đề khác , video khác , producer khác thì nó đã có thể rất hay rồi :speaking_head: :fire:"
3180,Hay vậy :hushed_face:
3181,anh đã đưa ra lí do để người điếc cảm thấy tự hào
3182,"thấy bài này giai điệu cũng đâu tệ lắm , dở chỗ nào nhỉ"
3183,Ôi nhạn khốn nạn này đã làm tai tôi điếc
3184,ê nghe nhiều cũng cũng á bây ơi . .
3185,nhờ bài này mà crush đã mất của tớ đã tỉnh dậy đập mẹ cái đt và nói dở như cặc :smiling_face_with_smiling_eyes: :smiling_face_with_smiling_eyes: cảm ơn tác giả
3186,Vào nghe nhạc :cross_mark: Vào để đọc bình luận :hollow_red_circle:
3187,Hay và dở và có cuốn
3188,"( chị "" ತ , _ತ )"
3189,˚ ✧ ₊ ⁎ ❝ ᷀ ົ ཽ ≀ ˍ ̮ ❝ ᷀ ົ ཽ ⁎ ⁺ ˳ ✧ ༚
3190,ᕦ ( ò_óˇ ) ᕤ
3191,^ _ ^
3192,tôi đang nghe cl gì vậy ? Ca từ đỉnh cao thật sự . Đến “ bạch bạch bạch ” nó cũng viết thành nhạc được :face_with_peeking_eye:
3194,Chịu
3195,Thick Of It Version 2 là đây sao ? ? !
3196,"Cảm ơn Đỗ Phú Quý , tôi nhận ra việc giải phương trình mới thật hạnh phúc làm sao , bài hát rất cảm động làm tôi chảy cả máu tai :red_heart:"
3197,Thằng bạn tôi bị điếc nhẹ nghe hông được rõ mà còn nói bài này thật là sồn làm :face_with_tears_of_joy:
3198,"Nhạc nghe cũng được nhưng chủ đề và lời nghe sao sao á . Với hình ảnh trông mời gọi quá , đổi lại em gái nào đó thì còn chấp nhận được :face_with_tears_of_joy:"
3199,"Cảm ơn anh Quí rất nhiều ! Hôm qua bạn tên bạn em bị cắn trúng lưỡi chảy máu động mạch và dây thần kinh nên mất máu mà từ bỏ cõi trần . Hôm tang em đã bảo bố nó bật bài của anh vì nghĩ nó sẽ thích . Thật không ngờ , ngay chỉ từ những giai điệu đầu tiên , nó đã bật nắp quan tài , ấn ngay nút dừng phát và sau đó nó thốt ra 1 câu khiến em xúc động : "" anh ơi , bao giờ cúng tôi thì mày lại mở bài này nữa nhé , để tôi lại bật nắp quan tài lần nữa để nhìn mặt mày cho đỡ nhớ . "" . Vì thế nên em rất cảm kích công ơn sâu nặng của anh . Một lần nữa cảm ơn anh !"
3200,Đây là bài hát thử thách độ kiên nhẫn của người nghe
3201,2 : 10 2 : 14 2 : 15 2 : 25 2 : 27 2 : 28
3202,"Thứ gì nghe qua đã thấy sợ ? Bom nguyên tử ư ? Hay là bom sa hoàng ? không , là bài này : )"
3203,Nhìn BD vãi
3205,Em rất thích anh :red_heart:
3206,Anh có tiềm năng về âm nhạc đấy giấu mẹ đi anh :fire:
3207,Bỏ qua lời bài hát thì giai điệu nghe cũng được đó chớ :smiling_face_with_smiling_eyes:
3208,Lượt nghe nhờ thảm hoạ Bickleball
3209,vai không
3210,dáng ông này khác gì mấy thằng Pede
3212,Đề tài quý sai chính tải
3213,Em tôi bị liệt chân không đi lại được nhưng sau khi nghe bài hát tuyệt vời này của cả sĩ em của tôi đứng dậy và tắt ngay bài hát . Từ đó em của tôi có thể đi lại bình thường và tràn đầy sức sống
3214,cai d gi vậy
3215,ai sợ thì đi về !
3216,em . cho Anh 5 . sao . baipickleball . Rat . hay
3217,Nó là một cái gì đó khiến tôi . Một kẻ bị bệnh mất cảm xúc có thể cười lại sau gần mười hai năm :smiling_face_with_smiling_eyes:
3218,Đối với tôi bài này 5 dao
3220,"Bài hát "" hay "" nhất lịch sử :face_with_tears_of_joy:"
3221,Đúng á
3222,Penh penh pèng pèng
3223,Vâng con em tôi là một đứa rất vô duyên ngủ đéo chịu dậy cho dù mẹ tôi có đánh nó như nào cũng đéo thèm nói gì nhưng khi tôi bật bài này lên thì nó vô thức đứng dậy và tắt nguồn mẹt đt tôi đi . mẹ vãi cả chubin !
3224,Nga xong nhưc đâu ngang
3225,Thật ra nghe nhiều cũng hay : ) )
3226,nghe hoài cũng cuốn : ) )
3228,like
3229,"Mình mong mọi người thông cảm ý kiến của mình mình thấy nhạc rất ổn mà sau nhiều người cứ đem ra làm video trò cười , meme , . . đủ thứ vậy nhạc hay hoặc không đều là do tác giả chứ mình thấy như vậy có hơi quá đáng rồi đấy"
3230,nhạc gây ung thư màn nhĩ :smiling_face_with_tear:
3231,không : 04
3232,cái này là một thảm hoạ hơn cả hai quả bom mà mỹ thả xuống nhật bản
3233,nếu bài này ra đời lúc thế chiến thứ 2 có lẽ thế giới đã ngừng chiến tranh .
3235,nghe xong tôi bạn siu thiên tài trong ngoặc kép :unamused_face: :smirking_face:
3236,Lúc đầu tôi không nghĩ ra bài này dở cho nghe lần nhiều thấy dở thiệt
3238,Em rất cảm ơn anh . bạn em từ người bị què mà nó có thể đứng dậy để tắt nhạc :face_with_tears_of_joy:
3239,Anh hẹn em bíc cơ bon :face_with_tears_of_joy:
3240,Đây là bài hát tệ nhất thế giới mà view thì nhiều
3241,Lần đầu nghe chỉ vì tò mò tại sao mọi người chê nhiều vậy Hoá ra là dở thật Thời buổi nổi vì quá dở cũng lạ
3242,Làm tôi nhớ đến chị . chị
3243,Hoá ra có bài này thật tôi tưởng nhạc chế
3244,Muốn chia tay ny luôn anh
3245,Nhạc hay mà chê nhiều vậy
3246,"nghe xong từ thằng khỏe nhất lớp , 3 ngày sau nhập viện vì bị thần kinh"
3247,Nghe đi nghe lại hoài mà có thấy dở đâu cũng hay mà . Thế mà sao mọi người chê vậy nó cũng kiệt tác âm nhạc mà Ngày đó tôi cứ suốt ngày hát bài này trên trường một hồi sau cả hội đồng trường cho tôi lên cột cờ bịt mỏ đến khi ra về luôn mà tôi thấy nhạc này hay mà
3248,Cảm ơn anh Đỗ Phú Quí : ) đang táo bón mà mở bài này lên nghe cái đi được luôn :exploding_head:
3249,Đù hay đến nỗi mình đang ốm nghe phát hết ốm luôn
3250,Tôi nghĩ là cái này nhìn giống khoe dáng hơn là giới thiệu về bộ môn Pickleball :face_with_tears_of_joy:
3251,tôi thấy bài này cũng được mà sao nhiều người chê vậy :thinking_face:
3252,Nghe cũng cuốn : )
3253,Nghe bài hát không hay mà đọc cmt hay hơn :slightly_smiling_face:
3255,Cảm ơn anh đbq nhé anh phát hành bài này em lấy làm báo thức mà không dậy tắt thì không được anh ạ :red_heart:
3256,Thảm họa nền âm nhạc
3258,"Anh hẹn em ligmaball :ping_pong: :glowing_star: Ta edge ligmaball :party_popper: :sparkling_heart: Tay vợt bên dưới gyat :person_playing_handball: ‍ :male_sign: :running_shoe: Anh mewing , mewing :collision: :person_running: ‍ :male_sign: Yet em mạnh vào :flexed_biceps: :fire: Ta chỉ chơi ligmaball :balloon: :sparkles: Không nên vượt mức ligmaball :prohibited: Đưa vợt anh rizz banh :chopsticks: :tennis: Hawk and tuah :chart_increasing: :chart_decreasing: Từ fanum đến tax :sunrise: :rainbow: Ta chỉ gặp chơi Ligmaball . :confetti_ball: :trophy:"
3259,Bài này thấy bình thường mà sao ai cũng ghét nó thế :loudly_crying_face: :folded_hands: Mấy bro nghĩ xem nếu bài do các bro tạo ra cũng bị giống như này thì sao ?
3260,Chán bài này :clown_face:
3262,"ANH ƠI EM BIẾT TÌM NĂNG CỦA ANH , NHƯNG ANH GIẤU MẸ NÓ ĐI :clown_face:"
3263,:smiling_face_with_horns: :angry_face_with_horns: :pile_of_poo:
3264,:skull_and_crossbones:
3265,Ai tâm lý yếu sẽ móc
3266,"Hôm nay là ngày tảo mộ bà tôi nhưng tôi không cần phải đến , mà chỉ cần bật bài này để bà tôi tự dậy và chạy về nhà tôi để tắt nó . Cảm ơn Đỗ Phú Quý vì đã giúp tôi không phải mất công ra mộ của bà"
3267,Tôi không hiểu vì sao mọi người lại chê bài pickleball này hay bài này có chứa điều gì đó . Còn tôi thì nghe là được rồi không vấn đề gì
3268,bài hát giải trí vậy mà mọi người chê thế = )
3269,nghe rất chi là hỏi chấm .
3270,"Nếu có một cuộc chiến xảy ra trên toàn cầu , để đem lại hòa bình cho thế giới tôi đề xuất bài này vì chắc chắc binh lính nghe xong thì sẽ tan biến , ngay cả megatron khi nghe bài này cũng phải tan biến"
3271,không : 11 lo nhé ạ
3272,Cức
3273,Wđf
3274,Nhưng phải công nhận melody bài này khá hay còn lyrics thì
3275,Nhạc nghe chill phết . Khuyến kích nghe lúc buồn :face_with_tears_of_joy:
3276,Thấy mấy bạn chê hoài mà giờ 5 trời viu lun rồi = )
3277,hay quá muốn giờ tôi nghe xong tôi nhập viện luôn rồi điếc cả cái lỗ tai
3278,nghe nhiều nghiện rồi
3279,Trời ơi
3280,Đây là một hình thức cha tấn được gi - nét công nhận là pick - cà - bon
3281,Lúc 19 - 12 - 2024 tôi vẫn là 1 người bth nhưng khi vì thấy bạn tôi cứ kêu mở thử píc cà bôn và thế là vào ngày 21 - 12 - 2024 tôi hoàn thành là người điếc nhờ chiếc vid này THANKS :dog_face:
3282,Nhà tôi gặp nạn chuột nhiều chuột với gián kinh khủng thử bao nhiêu cách đuổi mà không hiệu quả vậy mà sau khi mở bài này vài lần mà hiệu quả kinh ngạc . Nhà kg còn con chuột với gián nào . Chân thành cảm ơn xin bài hát .
