,processed_text
6609,"không biết phải nói sao nữa , tuy mình hay hát bài này theo hướng đùa giỡn , nhưng mình nghe nhiều cứ thấy bài hát này cuốn ấy :smiling_face_with_halo:"
6610,cài này thảm hoả như bài thick of it của ksi
6611,"Khi em bật nhạc lên con em 1 tháng tuổi của em đã đứng chạy đến tắt nhạc đi , em cám ơn anh ( anh đã làm em điếc mẹ cái tai rồi )"
6612,lúc trước bạn tôi nó bảo chả có bài nhạc nào làm nó bậc khóc cho đến khi tôi bậc bài này nó đã ôm chân tôi khóc và cầu xin tôi tắc nhạc
6613,Khó chịu vô cùng
6614,"Con chó của tôi bị liệt từ nhỏ , nhờ có bài hát này nó đã có thể tự đứng lên tắt nó đi . Cảm ơn tác giả :red_heart: :red_heart:"
6615,Music Like anh Buoy
6616,"Nể tác giả thật , dám viết lời , dám hát và đặc biệt là dám phát hành"
6617,Bắt chước nhạc Có chơi Có chịu
6618,dị ứng vch thảm hoạ âm nhạc từ ngoại hình đến âm nhạc
6619,Á á đừng đừng dừng lại đi
6620,Nghe nhiều cũng thấy hay hay
6621,Nghe cũng được nhé mấy bạn :smiling_face_with_smiling_eyes: :smiling_face_with_smiling_eyes:
6622,Nhat te vãi cả lúa
6623,Bài hát như cức vậy
6624,Bài này nên phát mỗi ngày trong bệnh viện tâm thần
6625,"Em mở bài cho cả lớp , vừa mở cả lớp em điếc mẹ luôn , tắt rồi mà vẫn như mở cứ vang vang trong đầu từ píc cà pô dù đã bị điếc mẹ rồi"
6626,PICKLEBALL NỢ âm nhạc một lời xin lỗi
6627,thẳm họa của thế giới
6628,Hay vậy mà chê được tôi cũng nể
6629,Tôi nợ thick of it 1 lời xin lỗi
6630,"Vâng , đây là bằng chứng cho thấy bài “ thick of it ” của KSI không phải là thứ tệ nhất :penguin: :penguin:"
6631,"Bài hát và ca sĩ như qq , sexy nửa mùa vãi chưởng . Nên biết điểm mạnh điểm yếu mình như nào , cố làm lời bài hát sexy mà nghe như cc : ) )"
6632,Tôi đg nghe Pick le ball khi đg ngồi ỉe :party_popper:
6633,"những hình phạt nặng nhất : tử hình , tù trung thân : sai Nghe pickleball : đúng"
6634,Nghe như cái đầu khấc
6635,sao bài này bị mọi người chê vậy ? cho tôi xin lí do đi mọi người ?
6636,Cảm ơn vì bạn tôi là một người điếc mà tôi bật nhạc lên mà bạn tôi đã có thể nghe thấy và đập điện thoại của tôi
6637,Bành trướng lãnh địaĐom đóm chúa
6638,Câm
6639,có ai giải nghĩa cho tôi bài này không vậy
6640,Làm thế nào mà 1 cái thảm hoạ lớn như vậy mà không có 1 lời cảnh báo :crying_face:
6641,tôi tưởng minecraft trailer là thứ tệ nhất 2024 rồi :skull:
6642,Nó xứng đáng được xếp vào 10 hình thức tra tấn tử tù đáng sợ nhất thế giới
6643,cảm ơn anh nhờ anh mà thằng bạn em nhắn tin không bao giờ rep mà em gửi cái nó cũng chịu rep bảo thu hồi . mừng chết cảm ơn nhìu
6644,Bài hát này nếu được phát vào năm 1986 ở chernobyl Ukraine thì sẽ không cs thảm họa hạt nhân Chỉ cs thảm họa những bộ xương khô tự bật dậy rồi tắt bài hát thôi
6645,Ra sân qhtd à :dotted_line_face:
6646,Tôi đang đi ị thì nghe được bài này kết quả là ngày mai bị táo bón luôn : )
6647,Cảm ơn bài này đã giúp cậu bạn bị liệt giường của tôi thức dậy để tắt nhạc này cảm ơn ạ
6648,Nhạc dành cho người điếc
6649,Cha tận an nhac
6650,NGE như đám vào tai
6651,1 : 11
6652,2 : 04
6653,Bài hát tệ nhất tôi từng nghe :face_with_tears_of_joy:
6654,Từ lúc bài này phát hành thì kiểm tra trình duyệt web không còn là hình phạt tồi tệ nhất nữa
6655,Cảm ơn anh nhờ bài nhac nài ban tôi là người bi khuyếc tât đã Có thể tư Đứng dây VÀ TẤT BÀI HÁT NÀY :grinning_face_with_sweat: :grinning_face_with_sweat:
6656,Bài hát này này có sức nổ hơn 1 cậu bé và 1 thằng béo
6657,không bằng jack của tôi
6658,Bài hát tử thần hết cứu
6659,What the hell
6660,Anh ơi đừng để ý bình luận tiêu cực nhé vì bài này đã giúp thằng bạn em bị thực vật thành người bình thường vì bạn ấy khi nghe bài này đã tự đứng dậy và tắt nó đi
6661,Tôi không biết rằng tôi có bị điếc sau khi nghe bài này không nữa
6662,nếu như bài này được phát hành vào năm 1900 thì có lẽ nó sẽ còn thành thảm hoạ hơn tàu titannic chìm
6663,tôi đã rất khúm núm khi nghe
6664,Lúc đi học mình toàn bị nhéo nghe bài này xong mình mất cảm giác nghe chạm luôn . cảm ơn tác giả :face_with_tears_of_joy:
6665,Bigbabol Bigbabol tự nhiên nó hót ghê trời
6666,Nhạc đám tan hả anh
6667,Video nhu cai con lông den
6668,"Bài hát này rất hay , nó giúp chúng ta không còn NGHE THẤY bất kì lời nói tiêu cực nào nữa . Cảm ơn anh vì đã tạo ra PICKLEBALL ."
6669,Nếu cho tôi chọn mghe bài này hoặc ăn cứt thì tôi đã phát hiện ra mùi vị của cứt cũng không tệ
6670,thảm họa âm nhạc dám phát hành bài này thì nổ não rồi :face_with_tears_of_joy:
6671,Chắc chắn nghe xong video này ping lê đã soạn xong kịch bản cho thần bài :skull: :skull:
6672,không tai của tôi
6673,nếu người Mỹ thả 2 cái radio đang phát bài này xuống Nhật Bản vào năm 1945 thì bây giờ chúng ta sẽ đéo có anime để xem :skull:
6674,:party_popper: hay quá :party_popper: :smiling_face_with_smiling_eyes:
6675,thảm họa âm nhạc việt nam
6676,ma lo tai tôi
6677,Ê tôi cũng thấy đâu nỗi gì đâu sao mọi người chê vậy : ) ) nghe cũng ổn mà
6678,"Tôi là thạch sanh , khi quân 18 nước đổ về đánh thì tôi bật bài này lên , và tất cả quân lính chết hết :crying_face:"
6679,"Ai thả tôi xin cái lyrics với chứ tôi điếc mất , nghe từ tóp tóp đến đây mà vẫn không hiểu là hát cái gì"
6680,Lời bài hát không to bằng nhạc nền khó nghe vãi
6681,Cảm ơn bạn đã giuos cơn táo bón của tôi khỏi
6682,cam on anh vi ra bai nhac giai tri trong nhung ngay met moi tôi dua do
6683,nghe kĩ cũng hay hay vui vui mà : ) )
6684,Hơi xàm
6685,"Anh đừng đê ý lời tiêu cực nhé , cứ xoá kênh là được"
6686,Bài này nghe Gay vãi
6687,Nghe nói đứa nào commet bài hát này có nhiều hình thức tra tấn jj đó :face_with_open_mouth:
6688,Xem NAB mới biết bài này
6689,Như cái gì á :grinning_face_with_sweat:
6690,Giống video qc quần áo vãi cả lúa :face_with_tears_of_joy: :face_with_tears_of_joy:
6691,Tôi từng là 1 người bị liệt cả đôi chân nhưng nhờ bài hát này tôi đã đi được . để tắt bài này đi . Cảm ơn
6692,"Atsh toàn sao hạng anh đây hả mọi người :face_with_tears_of_joy: 29 anh trai còn lại khóc thét , xấu hổ vck"
6693,:face_with_tears_of_joy: nghe nhiều nghiện rồi
6694,Một bài hát có giai điệu rất bắt tai :party_popper: :party_popper:
6695,Các
6696,tôi có một người bạn bị điếc tôi hay trêu chọc nó cho đến khi tôi nghe bài này tôi rất nghen tị với người bạn bị điếc của tôi
6697,Mày hát clq gì dãy mày :crying_face:
6698,"This song didn ' tôi release , this song escaped :smiling_face_with_smiling_eyes:"
6699,Bài hát tượng trưng cho những điều tồi tệ nhất trên thế giới này
6700,Nhìn ổng như thằng gay á
6701,Thảm họa âm nhạc bài hát dỡ nhất mọi thời đại
6702,Thick of it bản Việt ?
6703,"Thằng bạn tôi bị hôn mê trong nhiều năm liền . Sau khi biết tin bài hát với giai điệu “ đi vào lòng người ” này thì tôi đã liền mở lên cho thằng bạn nghe . Tự nhiên , nó bật dậy , giật lấy điện thoại tôi rồi tắt nó đi . THẬT LÀ TUYỆT VỜI :penguin:"
6704,Thà nghe bài của Jack còn hơn :face_with_tears_of_joy:
6705,hay qua :smiling_face_with_heart-eyes:
6706,"không hiểu lắm , tại sao nhiều comment có vẻ tiêu cực về bài này vậy , ai đó thông não hộ mình với . Cảm ơn ạ"
6707,Haha bữa tôi chê giờ tôi vô nghe báy ơi cứu :face_with_tears_of_joy:
6708,Sao mọi người chê dữ vậy ạ
6709,Mình tôi thấy hả :crying_face:
6710,hay quá anh đỗ phú quí ơi < 3
6711,KSI phiên bản việt nam
6712,Ê thấy mấy comment này y chang comment bên thick of it của ksi á = ) )
6713,"Tôi đang nằm viện và bị hôn mê sâu nhưng sau khi được gia đình cho nghe bài này thì tay tôi đã với lấy điện thoại để tắt nhạc , thật vi diệu ! OÁCH XÀ LÁCH VÔ CÙNG !"
6714,không nói đùa chứ nghe nhiều cũng nghiền nghiền đấy chứ
6715,ĐIẾC CŨNG THẤY HAY
6716,Tôi hay ngủ đến 12h . Từ khi nghe pickle ball làm báo thức tôi đã có thể dậy từ lúc 5h30 ' thực sự quá khúm núm để giấc mơ của tôi có thể đẹp :crying_face:
6717,Chưa hiểu ý nghĩa của bài hát là gì : )
6718,Vâng cảm ơn anh tôi đang bị tai nạng liệt giờng nhưng sao khi nghe bài nhạc này tôi đả bật dậy và tắc bài nhạc cảm ơn anh
6719,Đỗ Phú Quí anh hổng ngờ có ngày này : ) )
6720,nghe nhu chị
6721,nge thấy cũng hay mà mọi người
6722,"Nhạc như cái lỏ , tôi từ facebook qua đây , tốn tiền mạng xem cái vớ vẩn này đây"
6723,Chắc gì đã biết chơi pickleball :grinning_face_with_sweat: :grinning_face_with_sweat:
6724,nhạc như con card ý
6725,múp vậy ní
6726,Đoạn rap có sự liên hệ big city boy
6727,Ai lại để thứ nhạc súc vật này lên vậy
6728,đẹp trai quá
6729,"bấm vào bài để xem cmt , tôi không thèm bỏ qua quảng cáo để không phải nghe bài hát"
6730,""" đố em bắt được anh "" là bài hát em hay nghe cho tới khi biết anh hát bài này :crying_face:"
6731,"Nếu tôi đưa bài hát này cho 1 người trầm cảm thì thay vì họ ngồi 1 cách buồn bã thì họ sẽ nhận ra mục đích sống và tạo ra 1 phát minh thay đổi nhân loại , cụ thể là gỡ cmn bài hát này"
6732,giọng anh hay như Jack
6733,"Nếu bạn cảm thấy buồn thì 1 là nhìn lên trời có vì tinh tú . . 97 , 2 là nhìn dưới đất thì có Pickleball :crying_face:"
6734,"Bạn tôi đã chết vì ung thư chưa ! mày giai đoạn 69 , nhờ bạn mà bạn tôi đã tỉnh dậy để tắt thứ này đi . Trân trọng cảm ơn bạn rất nhiều"
6735,kéo view cho anh
6736,"Bố tôi lãng tai bị ngta gọi là điếc , bệnh lãng tai lây sang đời tôi , tôi cũng bị gọi là điếc và thấy rất khó chịu cho đến khi nghe bài hát này thì ước tôi điếc cho lành :slightly_smiling_face:"
6737,we have thick of it vietnamese version before gta 6 :fire: :fire:
6738,Dat is gay one
6739,Thick of it 2 :alien:
6740,Thiên Lý ơi em được chơi Mr ball
6741,"thằng bạn tôi bị táo bón 2 tuần đi bác sĩ bảo đã bị táo món mãn tính vô phương cứu chữa , yêu cầu gia đình về chuẩn bị lo liệu hậu sự . Hôm sau tôi qua thăm để gặp nó lần cuối và tôi đã mở bài này , và ngay sau đó tôi ngửi thấy mùi thum thủm ."
6742,1 vụ nổ big bang nữa cũng đã thảm hại như bài này đâu
6743,Hối chước ở trường hiệu trưởng lỡ mở nhạc này khiến toàn trường đến phòng hiệu trưởng đánh túi bui :crying_face:
6744,Là pickerball hay là pi cà bo vậy mẹ :face_with_tears_of_joy:
6745,nó có thể biến thành một loại chất cấm đối với người mê âm nhạc
6746,"Từ 1 người bị liệt dương , con kiu của tôi đã tự ngóc đầu dậy để tắt bài này . Thật sự rất biết ơn anh"
6747,tôi nghĩ mấy nhà tù hãy cho đây là hình thức tra tấn mạnh nhất
6748,bài này mà trình diễn thế giới nghe thì đom đóm mua hết vé
6749,anh ơi anh có tài năng tiềm ẩn thế nên anh giấu cmn đi
6750,"Cảm ơn tác giả , nhờ bài hát này mà tôi đã giúp người thực vật tỉnh lại"
6751,LỜI NGHE SÚ QUÁ
6752,tôi bị pickleball tha hoá rồi hay sao nghe riết thấy hay vãi luôn
6753,Hay mà ?
6754,tự nhiên nghe hoài thấy cũng hay
6755,sao nghe hoài thấy hay hay vậy bà con ?
6756,Nghe nhiều riết thấy hay hay ấy :smiling_face_with_tear:
6757,2 : 35
6758,Nhạc như cứt luôn :loudly_crying_face: :loudly_crying_face: Có kiếp sau đéo nghe nx :loudly_crying_face: :loudly_crying_face:
6759,Ê tôi không có nghe cái gì hết á chỉ nghe mỗi ta vờn nhau pickleball thôi à rồi còn lại thấy hình ảnh không à :grinning_face_with_sweat: :grinning_face_with_sweat:
6760,Mien nhiem moi bai hat không num :smiling_face_with_smiling_eyes: :party_popper: :party_popper: Ra bai nao không num hon dee Hoi non
6761,"nhạc có 3 : 14 giây , mình nghe được 49 giây là mún đập máy tính ròi"
6762,nhạc hot tren hơn cả ngôi sao cô dơn
6763,Lúc đầu tôi dến lớp đứa nào cũng pickelball xong đi về lên youtube sợt pickelball thì ra cái này :grinning_face_with_sweat:
6764,33 người like 79 người dislike sao bài này nhiều dislike vậy trời
6765,Nghe nhiều cũng hay phết ấy chứ
6766,mẹ tôi nói bài này hay : | |
6767,Không biết anh có hânh thù gì với công ty thuốc sổ không .
6768,Ỉa mượt hơn khi nghe - ) )
6769,Tự nhiên nghe cái bài này nhớ hồi đó chơi Bigkool
6770,Ghiền cmnr
6771,nghe riết ghiền luôn rồi
6772,người ta nên mởi bài này vào ngày họp phụ huynh x2 nỗi đau
6773,""" Bạn tôi bình thường không giỏi tiếng pháp , nhung sau khi nghe bài hát này bạn ấy đã nói thành thạo một câu đầy đủ "" Éteins cette putain de chanson ! "" không sai một lỗi nào vì có lẽ tiếng mẹ đẻ không đủ để diễn tả bài này . Cảm ơn vì đã giúp bạn tôi về mảng tiếng pháp của cổ """
6774,8 = )
6775,Bạn tôi nghe bài nhài đã do vào bệnh viện rồi :face_with_tears_of_joy:
6776,lông nách kìa anh dep zai :face_with_tears_of_joy: 8 = = D
6777,Ôi vũ điệu của ác quỷ :face_with_tears_of_joy:
6778,anh bạn đang bị nấu như KSI
6779,Sao tôi lại thấy hayy :crying_face:
6780,Vô tri vô cùng
6781,nghe xong tôi thấy giống người điếc bẩm sinh cảm ơn tác giả đã làm cho tôi bị điếc = )
6782,Nhạc hay nhưng giọng chưa tốt beat ép vài phần rồi
6783,em thích lắm huhu
6784,tôi * mày thật sự :smiling_face_with_smiling_eyes:
6785,tởm vãi cả lúa
6786,nhạc như qq
6787,nghe xong lên hết da gà :face_vomiting:
6788,Bài hát nghe như tiếng người Do Thái hét khi bị kill . Một bằng chứng lịch sử đã từ rất lâu . Cảm ơn Đỗ Phú Quí đã tạo lại những kiến thức lịch sử :red_heart:
